,Title,Title_Entity,Title_Salience,Description,Description_Entity,Description_Salience
34,adult achiev sticker,['achiev sticker'],[1.0],introduc adult achiev sticker adult hard deserv recognit job well done adult achiev sticker help commemor adult mileston product includ 16 hilari sticker reward friend special sticker perfect white eleph gift christma present housewarm gift birthday present hostess gift bachelorett parti bring smile someon face,"['achiev sticker adult', 'job', 'sticker', 'mileston product', 'adult achiev sticker help', 'sticker reward friend', 'gift', 'hostess', 'bachelorett parti', 'face', 'smile', 'gift', '16']","[0.33582571148872375, 0.09951979666948318, 0.0914948433637619, 0.0750284269452095, 0.07414480298757553, 0.06904947757720947, 0.06507949531078339, 0.05247199535369873, 0.03931296989321709, 0.03700928017497063, 0.03200724348425865, 0.02905595675110817, 0.0]"
35,runni nose funni soap dispens,"['nose', 'soap dispens']","[0.6507119536399841, 0.34928804636001587]",gross weird runni nose funni soap dispens brand new high qualiti wacki gross funni dispens press nose gel ooz right nostril easili refil unscrew replac cap back attach easili flat surfac suction cup nail perfect uniqu gift someon need humor hygien refil done easili unscrew cap back nose gross great gag gift idea boy wacki prankster dimens 14cm x 85cm x 18 cm runni nose funni soap dispens great gag gift anyon,"['soap', 'nose gel', 'uniqu gift', 'cap', 'unscrew cap', 'suction cup', 'nostril', 'funni dispens', 'humor hygien', 'wacki prankster dimens', 'gag gift', 'soap', 'anyon', 'gag gift', 'boy', '14', '18', '85']","[0.25299274921417236, 0.09148210287094116, 0.07848214358091354, 0.07096660882234573, 0.06607314944267273, 0.06333912909030914, 0.06258729845285416, 0.06244191899895668, 0.058254681527614594, 0.04419103264808655, 0.03870673105120659, 0.03535838425159454, 0.03111758641898632, 0.02440984733402729, 0.019596638157963753, 0.0, 0.0, 0.0]"
36,prime 55 gallon drum lube,"['drum lube', '55']","[1.0, 0.0]",never run lube prime 55 gallon drum lube go prime lube wrestl match biggest adult parti ever look simpli jawdrop amount lube passion natur waterbas lubric readi get fun start 55 gallon drum superb formula natur feel keep moist longer also work great toy materi easili wash away warm water mild soap may never run lube size 55 gallon note includ pump ship via freight due weight limit fun prime 55 gallon drum lube,"['lube prime', 'gallon drum lube', 'natur waterbas lubric readi', 'lube', 'match', 'adult parti', 'formula natur', 'jawdrop', 'toy materi easili', 'drum lube', 'freight', 'lube size', 'pump ship', 'weight', 'gallon note', 'water', 'soap', '55', '55', '55', '55']","[0.1637870967388153, 0.1424058973789215, 0.1395474672317505, 0.09632672369480133, 0.06567049026489258, 0.06413021683692932, 0.04535951837897301, 0.044818244874477386, 0.041700370609760284, 0.03299026936292648, 0.03159554302692413, 0.03159554302692413, 0.03159554302692413, 0.022223737090826035, 0.018289318308234215, 0.01398201659321785, 0.01398201659321785, 0.0, 0.0, 0.0, 0.0]"
37,banana phone handset,['banana phone handset'],[1.0],banana phone handset bluetoothen mobil handset banana phone handset connect smartphon interact voic assist talk friend banana we'r take bite appl accessori market one banana time hilari gift work android appl phone,"['banana phone handset', 'handset banana phone handset', 'talk friend banana', 'voic', 'smartphon', 'hilari gift work android appl phone', 'bite appl accessori market', 'one']","[0.3910326063632965, 0.17486685514450073, 0.13213229179382324, 0.09952887892723083, 0.09952887892723083, 0.07100195437669754, 0.031908534467220306, 0.0]"
38,ben jerri ice cream lock,['ice cream lock'],[1.0],lock away precious item ben jerri ice cream lock perfect gift friend live roommat great colleg student buy ice cream eas know lock lock come easi twopiec assembl twistlock instal keep ice cream safe threedigit super secret preassign combin product also come warranti doesn't work get anoth,"['item', 'ice cream', 'gift friend', 'lock lock', 'ice cream', 'colleg student', 'warranti', 'preassign combin product', 'anoth', 'ice cream']","[0.2697999179363251, 0.13883326947689056, 0.11832953989505768, 0.11503726243972778, 0.09726492315530777, 0.07787001132965088, 0.0552322156727314, 0.05020064860582352, 0.049603838473558426, 0.027828384190797806]"
39,cook coolio recip,['recip'],[1.0],introduc cook coolio recip there one thing coolio longer rap cook recip includ comfort food healthi twist don't break bank can't find fusion like blasian black asian ghettalian ghetto italian restaur home plus recip quick easi coolio start make thirtyminut meal ten year old sinc develop whole new cuisin ghetto gourmet start ghetto gourmet adventur “soul rolls” followup “fingerlickin ribstickin fallofftheboneandintoyourmouth chicken” finish “banana babababread” sweeten golden honey cook coolio recip “how becom kitchen pimp” “chillin grillin'” “pasta like rasta” guid creat fivestar meal starstar price coolio say “all need littl bit food littl bit knowhow”,"['recip', 'rap cook recip', 'thing', 'fusion', 'ghetto gourmet', 'comfort food healthi twist', 'bank', 'ghetto gourmet', 'restaur home', 'soul rolls', 'followup', 'finish', 'thirtyminut meal', 'pasta', 'rasta', 'grillin', 'fingerlickin ribstickin fallofftheboneandintoyourmouth chicken', 'coolio recip', 'banana babababread', 'kitchen pimp', 'honey', 'price coolio', 'ten', 'one']","[0.1572173684835434, 0.13729986548423767, 0.12819913029670715, 0.0778145119547844, 0.05107676610350609, 0.05074664205312729, 0.05074664205312729, 0.03969752788543701, 0.03453962504863739, 0.03212383762001991, 0.03212383762001991, 0.03212383762001991, 0.03118278831243515, 0.024307796731591225, 0.024307796731591225, 0.024307796731591225, 0.019118640571832657, 0.01337996032088995, 0.011271112598478794, 0.01073252409696579, 0.01073252409696579, 0.00694947550073266, 0.0, 0.0]"
40,4 set lightsab glow chopstick,"['glow chopstick', '4']","[1.0, 0.0]",star war light saber chop stick look wonder glow chopstick look like littl lightsab star war plus eat dark problem watch netflix chill glow chopstick favorit takeout 4 set enjoy friend kid especi love great lightsab parti everyon love star war theme parti lightsab enhanc fantasi make special meal fun excit plus work mini lightsab think dozen creativ parti use buy led lightsab chopstick star war theme occas fun idea thought star war goodi bag star war appet utensil star war parti activ star war tabl centerpiec star war ice cake cupcak topper creativ idea mini lightsab let us know comment alreadi bought share pictur fun led lightsab chopstick fun food war meal glow chopstick impress date kid portabl light carri fit pocket new batteri stopper includ easili replac 3 x lr41 camera batteri unscrew screw conveni led illumin bright color easi use push button life parti make friend jealous get attent show true fan bargain 2 price 1 happi 100 custom satisfact guarante,"['star war', 'glow chopstick', 'star war light saber chop stick look', 'problem', 'creativ parti', 'friend kid especi', 'glow chopstick', 'star war theme', 'lightsab parti', 'takeout', 'set', 'screw conveni', 'lightsab', 'idea', 'lightsab', 'chopstick star war theme', 'meal', 'cupcak topper creativ idea', 'buy', 'star war goodi bag star war appet utensil star war parti activ star war tabl centerpiec star war ice cake', 'comment alreadi', 'camera batteri', 'excit', 'batteri stopper', 'pictur fun', 'parti lightsab enhanc fantasi', 'color easi', 'show', 'fan bargain', 'push button life', 'guarante', 'happi', 'price', 'food war meal glow chopstick', 'easili replac 3', '3', '100', '1', '4', '2']","[0.12208740413188934, 0.10428816825151443, 0.07303816080093384, 0.07303816080093384, 0.050694819539785385, 0.04381692036986351, 0.04205216094851494, 0.032257020473480225, 0.032257020473480225, 0.02839761972427368, 0.02839761972427368, 0.028055982664227486, 0.025164218619465828, 0.022703316062688828, 0.02228790894150734, 0.022158384323120117, 0.021890776231884956, 0.020350798964500427, 0.019256604835391045, 0.017899859696626663, 0.017899859696626663, 0.015377550385892391, 0.015276173129677773, 0.01352049969136715, 0.01241208054125309, 0.01143062487244606, 0.010205762460827827, 0.00948292575776577, 0.00948292575776577, 0.00948292575776577, 0.00948292575776577, 0.00948292575776577, 0.00948292575776577, 0.00887294765561819, 0.008014027960598469, 0.0, 0.0, 0.0, 0.0, 0.0]"
41,magic canada cute cheap coffe mug,['coffe mug'],[1.0],cute cheap coffe mug celebr magic canada one 15 oz 11 oz version found 15ounc mug featur larg handl easi grip wraparound print plus dishwash microwav safe print usa made canadian attent lookhuman product origin design creat human design team seller similar design lower price affili lookhuman author resel origin design amaz product great custom servic pleas make sure choos “lookhuman” seller item print usa,"['mug', 'version', 'print', 'product origin design', 'print', 'lookhuman', 'human design team seller', 'dishwash', 'resel origin design amaz product', 'custom servic pleas', 'seller item print', 'lookhuman', 'choos', 'design', 'price', 'author', 'one', '11', '15', '15']","[0.24838437139987946, 0.11757148057222366, 0.0718003585934639, 0.07078544050455093, 0.06606389582157135, 0.0656873881816864, 0.0604240745306015, 0.05722993612289429, 0.045856937766075134, 0.04038482904434204, 0.03536675497889519, 0.032303910702466965, 0.02842564508318901, 0.023925308138132095, 0.017894836142659187, 0.017894836142659187, 0.0, 0.0, 0.0, 0.0]"
42,peni water gun,['water gun'],[1.0],perfect pride bachelor bachelorett laugh product materi brand new pvc plastic good qualiti water leakag product size l x w 17 x 10cm 669 x 394” weight 875g packag includ 2 pcs creativ funni shape lifelik model make differ other perfect hen stag parti girl night bachelor parti halloween fanci dress parti,"['pride bachelor bachelorett laugh product', 'pvc plastic', 'weight', 'qualiti water leakag product size', 'packag', 'pcs', 'girl', 'hen stag', 'bachelor', 'dress parti', 'model', '2', '17', '10', '394', '875', '669']","[0.32322004437446594, 0.120267853140831, 0.08369260281324387, 0.08271040767431259, 0.07704505324363708, 0.07704505324363708, 0.05859404057264328, 0.05859404057264328, 0.05137331411242485, 0.04135759547352791, 0.02610001340508461, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
43,meow book cat,['meow book cat'],[1.0],book contain repetit text meow book novel cat written perspect cat one word describ wondrous adventur wait insid cover meow also word find insid cover meow meow friend obsess cat book spoil cat planet definit need meow book also crazi dog friend check woof book,"['book', 'perspect cat', 'text meow book novel cat', 'cover meow', 'word', 'meow meow friend', 'word', 'meow book', 'cat book spoil cat planet definit', 'dog friend check woof book', 'one']","[0.3513818681240082, 0.10847382247447968, 0.10847382247447968, 0.09441307932138443, 0.09121400862932205, 0.06010714918375015, 0.05667893588542938, 0.048629458993673325, 0.040418729186058044, 0.04020912945270538, 0.0]"
44,joke hand sanit,['joke hand sanit'],[1.0],mayb touch genit joke hand sanit antibacteri hand gel witti packag pure use hand contain alcohol may sting anywher els kill 999 germ contact antibacteri gel also includ alo vera soften skin perfect gift present dad aunt uncl brother boyfriend husband teenag,"['hand', 'gel', 'witti', 'germ contact antibacteri gel', 'anywher els', 'alcohol', 'dad aunt', 'gift', 'uncl brother boyfriend husband teenag', 'skin', '999']","[0.17298057675361633, 0.16069680452346802, 0.14241644740104675, 0.10350441932678223, 0.10284833610057831, 0.0981280505657196, 0.06960098445415497, 0.06960098445415497, 0.04916948452591896, 0.03105391561985016, 0.0]"
45,american flag casual summer suit,"['american', 'flag', 'summer suit']","[0.4830176830291748, 0.339973509311676, 0.17700879275798798]",american dream proud american show world stylish usa flag casual summer suit best way support countri nation holiday sport game qualiti casual suit star stripe suit made high qualiti open woven fabric machinewash full line genuin pocket button belt loop full set cloth come complet set match pant jacket tie make instant look dapper learn suitmeist size modern fit size chart mani occas casual summer suit ideal steal show mani occas like independ day sport game bachelor parti wear money back guarante 100 satisfi don't worri offer 30 day money back guarante shop carefre get today add cart plus want even casual check american flag onesi jumpsuit men,"['flag', 'american', 'suit star stripe suit', 'countri nation holiday sport game', 'cloth', 'chart mani', 'carefre', 'match pant jacket tie', 'line', 'genuin pocket button belt loop', 'money', 'money', 'flag', 'cart', 'onesi jumpsuit men', 'steal show mani', 'sport game bachelor', '100', '30']","[0.19281397759914398, 0.16804133355617523, 0.09625792503356934, 0.07789928466081619, 0.053543005138635635, 0.04955805465579033, 0.048069827258586884, 0.04749638959765434, 0.04692962020635605, 0.04692962020635605, 0.0375787653028965, 0.030595863237977028, 0.026451578363776207, 0.02327069081366062, 0.02327069081366062, 0.016652673482894897, 0.014640704728662968, 0.0, 0.0]"
46,whoopass sale,['sale'],[1.0],main ingredi “pwnage” come leav plant know “beat flower” flower beauti produc smell similar sweat flower found countri call kickassistan think one enough buy two can whoopass hard satisfi get 4 whoopass highlevel shit need get 24 can whoopass whoopass open someon today give hothead friend today true content compost,"['pwnage', 'ingredi', 'sweat flower', 'flower', 'call kickassistan', 'two', 'flower beauti produc', 'content compost', 'hothead friend', 'plant', 'whoopass', 'someon', 'shit need', 'whoopass', 'two', 'one', '4', '24']","[0.2395203411579132, 0.18930748105049133, 0.09193965792655945, 0.06466894596815109, 0.056075867265462875, 0.05410940572619438, 0.05283559486269951, 0.04311881214380264, 0.04311881214380264, 0.04260481148958206, 0.042371444404125214, 0.03733035549521446, 0.024158699437975883, 0.018839769065380096, 0.0, 0.0, 0.0, 0.0]"
47,american flag beer pong float,"['american', 'flag', 'beer pong float']","[0.4830176830291748, 0.339973509311676, 0.17700879275798798]",usa flag beer pong float plus use bed float loung tan pass whatev even inflat hair dryer air pump compressor beer pong float serious best qualiti parti fun elev pool parti full 10 cup beer pong float built cooler repeat built cooler fuck yes huge size 6 feet long x 3 feet wide provid comfort float parti proof – super thick extra durabl raft grade pvc that scratch tear resist rapid valv fast valv allow inflat hairdryer toy air pump compressor deflat 5 time faster tradit valv like american flag beer pong float also enjoy trump pool float trump support hater alik it hilari complet 4th juli look check american flag summer suit,"['beer pong float', 'flag', 'bed float loung tan pass', 'raft grade pvc', 'hair dryer air pump compressor beer pong', 'repeat', 'provid comfort float', 'beer pong float', 'qualiti', 'pool', 'beer pong float', 'proof', 'tear', 'flag', 'valv', 'flag', 'trump pool float trump support hater', 'summer suit', 'american', 'valv', 'inflat hairdryer toy air pump compressor', '6', '5', '3', '4', '10']","[0.3335183560848236, 0.1135551705956459, 0.09252804517745972, 0.05755970999598503, 0.048565372824668884, 0.04119797796010971, 0.03724965453147888, 0.03680630028247833, 0.029803963378071785, 0.028245430439710617, 0.025967033579945564, 0.02312939241528511, 0.02312939241528511, 0.021776294335722923, 0.01988835260272026, 0.015310653485357761, 0.011994500644505024, 0.010486594401299953, 0.010447988286614418, 0.010052618570625782, 0.008787203580141068, 0.0, 0.0, 0.0, 0.0, 0.0]"
48,abraham lincoln four score shirt,"['abraham lincoln', 'score shirt', 'four']","[0.6507119536399841, 0.34928804636001587, 0.0]",introduc abraham lincoln four score seven beer ago shirt shirt perfect 4th juli celebr nation greatest presid human right advoc drink fresh beer also come sleeveless solid color 100 cotton heather grey 90 cotton 10 polyest heather 50 cotton 50 polyest machin wash cold like color dri low heat grab funni abe lincoln shirt gift patriot drink buddi 4th juli parti wear abraham drinkin juli fourth outfit bbq picnic firework parad independ memori day funni abe lincoln shirt perfect gift girlfriend boyfriend husband wife mom dad sister brother independ memori day wear patriot abraham lincoln four score shirt 4th juli parti lightweight classic fit doubleneedl sleev bottom hem complet 4th juli look summer suit,"['shirt shirt', 'abraham lincoln', 'presid human right', 'beer', 'color', 'abe lincoln', 'cotton', 'color', 'shirt gift', 'heat grab', 'score shirt', 'abraham lincoln', 'outfit bbq picnic firework', 'patriot', 'girlfriend boyfriend husband wife mom dad sister brother', 'summer suit', 'hem', 'gift', '50', 'four', '90', '4', '4', 'four', '50', '10', '100', '4', 'seven', '4']","[0.1825474053621292, 0.17343732714653015, 0.09936212748289108, 0.060594506561756134, 0.060594506561756134, 0.04911727458238602, 0.04529355838894844, 0.04191974550485611, 0.04191974550485611, 0.0369454026222229, 0.03631389141082764, 0.03430311381816864, 0.03396502509713173, 0.029230907559394836, 0.02573462203145027, 0.018101271241903305, 0.01766616478562355, 0.012953399680554867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
49,dad bag belli fanni pack,"['dad bag', 'pack']","[0.6507119536399841, 0.34928804636001587]",wanna dad bod wanna get milf park wanna carri bier look fat perfect tool fanni pack incld 1 funni waist packssize3515cm materialpu canva leathergift 1x phone ring grip interest design print fake belli make bag funnythi sure bring laugh everyon face see thisfanni pack spacious compart decent zipper waist adjust comfortablemen beer belli waist pack bag love bag full person fresh uniqu hilari funni giftfunni spoof gift spoof tricki artifact suitabl gift spoof tricki excel funni gift silli offic parti even joke friend famili qualiti solid flimsi look realist even hair look real spaciousthi fanni pack practic useit interior space larg enough hold beer keychain cell phone mobil charger wallet comfort bring light weightyou attract eye crowd safe buy money back guarante tri best bring best use experi customersif unhappi purchasepleas contact team anytim want100 money back guarante safe buy,"['dad bod', 'milf park', 'tool', 'waist pack bag', 'zipper waist', 'belli', 'phone ring grip interest design print', 'gift', 'spoof gift spoof tricki artifact suitabl gift spoof', 'comfortablemen beer', 'bag funnythi', 'person', 'laugh', 'friend', 'flimsi', 'offic', 'money', 'face', 'mobil charger wallet comfort', 'beer keychain cell phone', 'tri', 'eye crowd', 'funni', 'weightyou', 'silli', 'purchasepleas contact team', 'experi', 'money', 'buy', 'space', 'spaciousthi', 'hair', '1', '1']","[0.1020231693983078, 0.1020231693983078, 0.1020231693983078, 0.05252258479595184, 0.04828764125704765, 0.045206621289253235, 0.03981028124690056, 0.03126058727502823, 0.03126058727502823, 0.03107924573123455, 0.028707284480333328, 0.027345851063728333, 0.0270155631005764, 0.025114908814430237, 0.025114908814430237, 0.025114908814430237, 0.023788826540112495, 0.023346401751041412, 0.02158031426370144, 0.02158031426370144, 0.020170507952570915, 0.018977046012878418, 0.016962066292762756, 0.016390632838010788, 0.014911730773746967, 0.013314356096088886, 0.013314356096088886, 0.013078923337161541, 0.011495268903672695, 0.00951162539422512, 0.00951162539422512, 0.008155536837875843, 0.0, 0.0]"
50,madagascar hiss cockroach sale,"['madagascar', 'hiss cockroach sale']","[0.580581545829773, 0.41941845417022705]",bore dog cat wanna soul dog park around get madagascar hiss cockroach get sex pair make hous full cute pet hiss cockroach gromphadorhina portentosa larg easi care make great pet pleas notifi us time order chang request prior order differ sex configur guarante live deliveri 72 hour date arriv long temperatur requir met honeybees100 approv ship hiss roach state except fl hi honeybees100 cannot guarante live arriv ship extrem temperatur 36 degre f 85 degre f see addit info product descript,"['dog cat', 'soul dog park', 'madagascar', 'hiss cockroach', 'sex pair', 'pet hiss', 'request', 'sex', 'order', 'cockroach', 'pet pleas', 'care', 'ship', 'addit info product descript', 'temperatur requir', 'ship hiss roach state', '72', '36', '85']","[0.1598387211561203, 0.1598387211561203, 0.09834511578083038, 0.0925201028585434, 0.06430605798959732, 0.05447259545326233, 0.05042232200503349, 0.05042232200503349, 0.05042232200503349, 0.0439189076423645, 0.0439189076423645, 0.0439189076423645, 0.03517887741327286, 0.02315991185605526, 0.015600038692355156, 0.013716167770326138, 0.0, 0.0, 0.0]"
51,bag unicorn fart,['bag unicorn fart'],[1.0],least expect magic come unexpect place bag unicorn fart sourc world enchant gassi unicorn probabl eat magic bean fantast flatul packag light fluffi snack didn't know origin would swear cotton candi addit magic treat insid funni packag eyecatch name make gift real gas cotton candi funni uniqu gift age like make peopl laugh bag unicorn fart guarante brighten friend day scientif fact fart bag funni 3oz fruit punch cotton candi delici origin perfect birthday gift retir 2nd anniversari present epic easter basket stuffer perfect present creativ father day birthday gift idea funni granddaught grandson present also realli like eat nasti shit get jumbo 45kg tobleron bar,"['magic', 'bag unicorn fart sourc world', 'unicorn probabl', 'flatul', 'magic bean', 'fluffi snack', 'gift', 'cotton', 'fact fart bag', 'origin', 'peopl', 'gas', 'magic treat', 'packag eyecatch name', 'birthday gift', 'bag unicorn fart guarante', 'funni uniqu gift age', 'nasti shit', 'easter basket', 'tobleron bar', 'grandson', 'birthday gift', 'fruit punch cotton', 'delici origin', '45', '2', '3']","[0.16089335083961487, 0.1253686398267746, 0.04952941834926605, 0.04952941834926605, 0.04952941834926605, 0.04952941834926605, 0.045445092022418976, 0.04238467663526535, 0.03895914927124977, 0.038270462304353714, 0.034107111394405365, 0.034107111394405365, 0.03369739651679993, 0.03369739651679993, 0.03165251016616821, 0.031338609755039215, 0.027097366750240326, 0.02429230697453022, 0.02370896004140377, 0.021250441670417786, 0.01665324717760086, 0.014005733653903008, 0.0130467489361763, 0.01190600823611021, 0.0, 0.0, 0.0]"
52,2 mug fondu set fondu,"['mug fondu set fondu', '2']","[1.0, 0.0]",fondu test recip quick easili mug fondu set snugg cute date night home hassl plus work chees chocol kovot fondu set includ 2 fondu mug 4 fork melt chocol easili use varieti food microwav dishwash safe order tea light burn effici make sure air flow ie fanwindow flame suffoc mug measur 3l x 5w x 4 34h fork 4 58l,"['mug fondu', 'test', 'home', 'fondu mug', 'fork melt', 'varieti food microwav dishwash', 'order', 'easili', 'flame suffoc mug measur', '34h fork', 'tea light burn effici', 'air flow', '2', '3', '4', '34', '58', '4', '4', '5']","[0.2450307309627533, 0.2262105643749237, 0.09327563643455505, 0.08015046268701553, 0.06480786949396133, 0.05964338779449463, 0.05964338779449463, 0.04928632080554962, 0.04532412812113762, 0.03630514442920685, 0.020161181688308716, 0.020161181688308716, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
53,white pee poop stain pant,['pee poop stain pant'],[1.0],introduc pee poop stain pant weirdo creepi gross pant poop stain never wash peopl flock never stand bus great gag gift peopl gross sens humor also good halloween disclosur made real pee poop,"['poop stain pant weirdo creepi', 'pant poop stain', 'peopl', 'gag gift', 'bus', 'halloween disclosur', 'pee poop', 'sens humor']","[0.20321954786777496, 0.1590077430009842, 0.14237482845783234, 0.13122771680355072, 0.13122771680355072, 0.10014328360557556, 0.08792036771774292, 0.04487880691885948]"
54,prank engag ring box,"['prank', 'ring box']","[0.8837491273880005, 0.11625086516141891]",introduc fake engag ring box fart open also known “moon ring” hope signific great sens humor hilari small leather box look exact like engag ring box instead ring small fart butt insid product come changeabl batteri hand made usa make great gag gift valentin day christma april fool you'r girlfriend crack pleas take video fake propos like check fart gift,"['ring box fart open', 'moon ring', 'hope', 'ring box', 'fart butt insid product', 'girlfriend crack pleas', 'leather box look', 'sens humor', 'hand', 'propos', 'check fart gift', 'video', 'gag gift']","[0.23588493466377258, 0.11861984431743622, 0.09612970054149628, 0.08250785619020462, 0.07961202412843704, 0.06822995096445084, 0.06583532691001892, 0.06583532691001892, 0.06128741800785065, 0.037436503916978836, 0.03722982108592987, 0.032769575715065, 0.01862170547246933]"
55,toilet bowl coffe mug,['toilet bowl coffe mug'],[1.0],introduc hilari toilet bowl coffe mug mug bigmouth inc guarante crack smile start day laugh drink hilari coffe mug perfect mug bring work silli toiletshap make cowork doubl take perfect addit athom coffe cup collect must offic ideal mug need laugh plus make great gift highqual ceram coffe mug make great present gift give occas give pottymouth coffe tea drinker final 12oz mug high qualiti uniqu funni coffe cup made ceram hand paint look like toilet warng microwav enjoy beverag pleas hand wash store later use brought bigmouth inc “we creativ forc behind exclus line highqual fun novelti item specialti assort origin humor product target practic joker ages” toilet bowl coffe mug also check led toilet light,"['hilari toilet bowl coffe mug mug bigmouth inc guarante crack smile', 'mug', 'doubl', 'hilari coffe', 'gift', 'ceram coffe mug', 'mug', 'cup', 'pottymouth coffe tea drinker', 'gift', 'silli toiletshap', 'cup', 'laugh', 'hand paint', 'toilet bowl coffe mug', 'novelti item', 'joker', 'ages', 'origin humor product target', 'toilet light', 'toilet warng microwav', 'bigmouth', 'pleas', 'wash store', '12']","[0.16748127341270447, 0.07667360454797745, 0.07615627348423004, 0.07311756908893585, 0.06647071242332458, 0.05299282819032669, 0.052361346781253815, 0.04586459696292877, 0.04065902531147003, 0.04017142951488495, 0.03794851899147034, 0.03736388683319092, 0.03433103486895561, 0.032102540135383606, 0.025982262566685677, 0.02487803064286709, 0.01747148297727108, 0.01747148297727108, 0.01747148297727108, 0.014905810356140137, 0.014724692329764366, 0.01248958706855774, 0.010711423121392727, 0.010199110023677349, 0.0]"
56,offens pencil,['offens pencil'],[1.0],check amaz offens pencil perfect gift pottymouth friend cowork take break polit correct fun wonder sweari uniqu gift person life love good curs word two even curs word you'v probabl never even thought great way add repertoir excel qualiti 100 real 2 lead pencil print vari degre profan sharpen readi profan laden note perfect amount come set 20 pencil print rang twat face cunti mccuntfac plus come handcraft pencil box standard 75 inch length amaz lifetim custom servic love money back life – keep promis custom treat like famili,"['gift pottymouth friend', 'break polit', 'cowork', 'person life', 'gift', 'curs word', 'curs', 'servic', 'amount', 'print vari degre profan', 'probabl', 'qualiti', 'repertoir', 'way', 'length', 'handcraft pencil box', 'readi profan', 'life', 'promis custom', 'money', 'famili', 'treat', 'mccuntfac plus', 'pencil print', 'twat face', '2', 'two', '20', '100', '75']","[0.12283244729042053, 0.12283244729042053, 0.10570621490478516, 0.09193369746208191, 0.05495549365878105, 0.042210835963487625, 0.03741874545812607, 0.03585248813033104, 0.035422053188085556, 0.034803587943315506, 0.033750422298908234, 0.033344756811857224, 0.033344756811857224, 0.026167649775743484, 0.02317330427467823, 0.02317330427467823, 0.02071993052959442, 0.020274685695767403, 0.018508171662688255, 0.01729835942387581, 0.01627427712082863, 0.014759332872927189, 0.013384371995925903, 0.011633758433163166, 0.010224908590316772, 0.0, 0.0, 0.0, 0.0, 0.0]"
57,rubber chicken finger slingshot,['rubber chicken finger slingshot'],[1.0],rubber chicken finger slingshot namii w provid pack 10 rubber chicken slingshot funni gag toy 1 tube water bead free share friend funni outdoor game play rubber chicken slingshots–plac index finger hole chicken head pull tail hand aim shot target namii w rubber chicken slingshot shoot pretti far it interest process see slingshot chicken fli offic kitchen outdoor yard stick wall ceil even friend back fall slowli perfect outdoor game parti favor kid adult funni gift kids–mad environment friend tpr materi safe nontox perfect easter gift children adult namii w slingshot chicken 108cm43inch long maximum length pull exceed 60cm236inch excel flexibl easi break easi clean –when slingshot chicken get dirti wash soap water soon ash bodi clean either play slingshot chicken indoor outdoor game without fear get dirti namii w slingshot chicken environment friend toy clean mani time littl tip you–pleas aim rubber chicken slingshot vulner part bodi eyesto get injurysuit children 12 year old,"['rubber chicken finger slingshot', 'rubber chicken slingshot', 'namii w provid pack', 'gag toy', 'tube water bead', 'share friend', 'game', 'namii w slingshot chicken', 'hand aim', 'friend', 'plac index finger hole chicken head', 'game', 'environment friend', 'slingshot chicken', 'rubber chicken slingshots', 'gift', 'gift', 'children', 'yard stick wall', 'kids', 'namii w rubber chicken slingshot shoot', 'slingshot chicken fli', 'kitchen', 'dirti namii w', 'length', 'pull', 'chicken', 'chicken environment friend toy', 'rubber chicken slingshot', 'children', 'fear', 'tip', 'interest process', 'pleas', 'game', 'dirti', 'soap water', 'ash', 'flexibl easi', '10', '1', '108', '60', '12']","[0.10312504321336746, 0.10312504321336746, 0.0928134098649025, 0.07394085824489594, 0.06530143320560455, 0.03376913443207741, 0.030364781618118286, 0.02809077873826027, 0.025315919890999794, 0.023204917088150978, 0.022152014076709747, 0.021625911816954613, 0.021313244476914406, 0.021251723170280457, 0.020125042647123337, 0.019745761528611183, 0.018132857978343964, 0.018132857978343964, 0.017367048189044, 0.017367048189044, 0.017156697809696198, 0.017156697809696198, 0.017156697809696198, 0.01610746793448925, 0.01594650000333786, 0.01594650000333786, 0.013704503886401653, 0.01369719859212637, 0.01362443994730711, 0.012270787730813026, 0.012041622772812843, 0.010786456987261772, 0.009661332704126835, 0.008443468250334263, 0.007380389142781496, 0.0060295346193015575, 0.0060295346193015575, 0.005297671537846327, 0.005297671537846327, 0.0, 0.0, 0.0, 0.0, 0.0]"
